2025.08.06 12:10:13.059,Trades,'963254': accepted market buy 0.12 XAUUSD.sd sl: 3355.00 tp: 3400.00
2025.08.06 12:10:13.060,Trades,'963254': deal #50810922 buy 0.12 XAUUSD.sd at 3362.88 done (based on order #52704103)
2025.08.06 12:10:13.060,Trades,'963254': order #52704103 buy 0.12 / 0.12 XAUUSD.sd at 3362.88 done in 8.318 ms
2025.08.06 14:49:32.906,Network,'963254': scanning network for access points
2025.08.06 14:51:13.577,Network,'963254': scanning network finished
2025.08.06 15:32:07.837,Trades,'963254': deal #50849184 buy 0.4 EURJPY.sd at 171.560 done (based on order #52742112)
2025.08.06 20:37:50.358,Trades,'963254': deal #50892057 buy 0.27 GBPJPY.sd at 196.920 done (based on order #52784433)
2025.08.06 20:49:33.121,Network,'963254': scanning network for access points
2025.08.06 20:51:13.789,Network,'963254': scanning network finished
2025.08.07 02:49:34.401,Network,'963254': scanning network for access points
2025.08.07 02:51:15.031,Network,'963254': scanning network finished
2025.08.07 07:38:59.068,Trades,'963254': deal #50938601 sell 0.29 EURGBP.sd at 0.87350 done (based on order #52830927)
2025.08.07 07:48:22.434,Trades,'963254': deal #50939438 buy 0.56 USDCAD.sd at 1.37260 done (based on order #52831745)
2025.08.07 08:49:34.248,Network,'963254': scanning network for access points
2025.08.07 08:51:14.695,Network,'963254': scanning network finished
2025.08.07 11:00:07.355,Trades,'963254': deal #50966039 sell 0.21 GBPUSD.sd at 1.33870 done (based on order #52858335)
2025.08.07 12:03:57.910,Trades,'963254': market buy 0.31 GBPJPY.sd sl: 197.220 tp: 198.750
2025.08.07 12:03:57.923,Trades,'963254': accepted market buy 0.31 GBPJPY.sd sl: 197.220 tp: 198.750
2025.08.07 12:03:57.932,Trades,'963254': deal #50980300 buy 0.31 GBPJPY.sd at 197.703 done (based on order #52872550)
2025.08.07 12:03:57.947,Trades,'963254': order #52872550 buy 0.31 / 0.31 GBPJPY.sd at 197.703 done in 57.600 ms
2025.08.07 12:03:57.950,Trades,"'963254': market buy 0.25 USDCHF.sd, close #52641693 sell 0.25 USDCHF.sd 0.80795"
2025.08.07 12:03:57.955,Trades,"'963254': accepted market buy 0.25 USDCHF.sd, close #52641693 sell 0.25 USDCHF.sd 0.80795"
2025.08.07 12:03:57.955,Trades,'963254': deal #50980301 buy 0.25 USDCHF.sd at 0.80881 done (based on order #52872551)
2025.08.07 12:03:57.957,Trades,'963254': order #52872551 buy 0.25 / 0.25 USDCHF.sd at 0.80881 done in 8.073 ms
2025.08.07 12:03:57.957,Trades,'963254': market sell 2.6 USDCHF.sd sl: 0.80900 tp: 0.80000
2025.08.07 12:03:57.963,Trades,'963254': accepted market sell 2.6 USDCHF.sd sl: 0.80900 tp: 0.80000
2025.08.07 12:03:57.964,Trades,'963254': deal #50980302 sell 2.6 USDCHF.sd at 0.80868 done (based on order #52872552)
2025.08.07 12:03:57.964,Trades,'963254': order #52872552 sell 2.6 / 2.6 USDCHF.sd at 0.80868 done in 7.311 ms
2025.08.07 12:03:57.966,Trades,'963254': market buy 0.35 EURUSD.sd sl: 1.16140 tp: 1.17190
2025.08.07 12:03:57.972,Trades,'963254': accepted market buy 0.35 EURUSD.sd sl: 1.16140 tp: 1.17190
2025.08.07 12:03:57.973,Trades,'963254': deal #50980303 buy 0.35 EURUSD.sd at 1.16434 done (based on order #52872553)
2025.08.07 12:03:57.973,Trades,'963254': order #52872553 buy 0.35 / 0.35 EURUSD.sd at 1.16434 done in 7.156 ms
2025.08.07 12:04:01.595,Trades,'963254': market sell 0.46 USDCAD.sd sl: 1.37730 tp: 1.36830
2025.08.07 12:04:01.606,Trades,'963254': accepted market sell 0.46 USDCAD.sd sl: 1.37730 tp: 1.36830
2025.08.07 12:04:01.608,Trades,'963254': deal #50980316 sell 0.46 USDCAD.sd at 1.37425 done (based on order #52872566)
2025.08.07 12:04:01.608,Trades,'963254': order #52872566 sell 0.46 / 0.46 USDCAD.sd at 1.37425 done in 13.292 ms
2025.08.07 12:15:04.524,Trades,'963254': deal #50981723 buy 2.6 USDCHF.sd at 0.80900 done (based on order #52873968)
